Reference,doi,Composition,Location,Material,H2O technique,CO2 technique,Experimental apparatus,Sample,T_C,T_C sd,T_C sd type,P_bar,P_bar sd,P_bar sd type,H2O_wt%,H2O_wt% sd,H2O_wt% sd type,CO2_ppm,CO2_ppm sd,CO2_ppm sd type,SiO2_wt%,SiO2_wt% sd,SiO2_wt% sd type,Al2O3_wt%,Al2O3_wt% sd,Al2O3_wt% sd type,Na2O_wt%,Na2O_wt% sd,Na2O_wt% sd type,MgO_wt%,MgO_wt% sd,MgO_wt% sd type,CaO_wt%,CaO_wt% sd,CaO_wt% sd type,TiO2_wt%,TiO2_wt% sd,TiO2_wt% sd type,FeOT_wt%,FeOT_wt% sd,FeOT_wt% sd type,MnO_wt%,MnO_wt% sd,MnO_wt% sd type,K2O_wt%,K2O_wt% sd,K2O_wt% sd type,P2O5_wt%,P2O5_wt% sd,P2O5_wt% sd type,Fe3_FeT,Fe3_FeT sd,Fe3_FeT sd type,fO2,fO2 unit,fO2 sd,fO2 sd type,XH2Of,XH2Of sd,XH2Of sd type,XCO2f,XCO2f sd,XCO2f sd type,Fit_or_test,volatile-free analytical total,SiO2_n,TA_n,Symbol,Colour,calib_MagmaSat,calib_ShishkinaIdealMixing,calib_IaconoMarziano,calib_Liu,calib_Dixon
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Mecinka, Poland",Natural,KFT,FTIR,IHPV,B2507 29,1250,10,A,5000,50,A,3.44,0.12,A,5440,748,A,46.42,0.3,A,13.4,0.1,A,3.06,0.13,A,9.52,0.11,A,9.42,0.18,A,2.29,0.05,A,10.18,0.39,A,0.17,0.07,A,0.76,0.05,A,,,ND,0.330850131,,NR,2.168637326,DNNO,,ND,0.308744837,,NR,0.691255163,,CALC,F,95.22,48.75026255,4.011762235,triangle-up,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Mecinka, Poland",Natural,KFT,FTIR,IHPV,B2507 30,1250,10,A,5000,50,A,0.65,0.12,A,5413,809,A,47.71,0.49,A,13.77,0.28,A,3.34,0.19,A,9.9,0.31,A,9.85,0.23,A,2.42,0.06,A,10.26,0.14,A,0.14,0.04,A,0.84,0.06,A,,,ND,0.211143166,,NR,-0.171362674,DNNO,,ND,0,,NR,1,,CALC,F,98.23,48.5696834,4.255319149,triangle-up,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Mecinka, Poland",Natural,KFT,FTIR,IHPV,B2507 52,1250,10,A,5000,50,A,0.26,0.12,A,4852,567,A,52.58,1.32,A,15.08,0.59,A,3.8,0.3,A,8.95,0.7,A,9.83,0.51,A,2.58,0.08,A,5.18,0.79,A,0.16,0.05,A,0.96,0.05,A,,,ND,0.126352735,,NR,-1.731362674,DNNO,,ND,0.27,,NR,0.73,,CALC,F,99.12,53.04681195,4.802259887,triangle-up,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,MORB: Mid-Atlantic Ridge,Natural,FTIR,FTIR,IHPV,169oxi-B-14,1250,10,A,500,50,A,0.72,0.1,A,211,26,A,51.81,0.25,A,18.33,0.2,A,2.58,0.12,A,7.21,0.42,A,12.52,0.44,A,1.32,0.13,A,7.56,0.22,A,0.18,0.1,A,0.25,0.06,A,,,ND,0.698324022,,NR,0.960348587,DNNO,,ND,,,ND,,,,F,101.76,50.91391509,2.781053459,triangle-down,#0173b2,N,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,MORB: Mid-Atlantic Ridge,Natural,KFT,FTIR,IHPV,169oxi-20,1200,10,A,5000,50,A,8.85,0.1,A,0,0,A,45.59,0.22,A,16.25,0.21,A,2.45,0.21,A,6.17,0.11,A,11.53,0.21,A,1.2,0.04,A,8.3,0.13,A,0.21,0.05,A,0.26,0.03,A,,,ND,,,ND,3.086497903,DNNO,,ND,1,,NR,0,,CALC,F,91.96,49.57590257,2.946933449,triangle-down,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,MORB: Mid-Atlantic Ridge,Natural,KFT,FTIR,IHPV,169oxi-19,1200,10,A,5000,50,A,7.36,0.07,A,1190,75,A,46.76,0.28,A,16.51,0.19,A,2.42,0.13,A,6.61,0.57,A,11.47,0.45,A,1.21,0.05,A,8.32,0.47,A,0.21,0.07,A,0.23,0.03,A,,,ND,,,ND,2.896497903,DNNO,,ND,0.553111251,,NR,0.446888749,,CALC,T,93.74,49.88265415,2.82696821,triangle-down,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,MORB: Mid-Atlantic Ridge,Natural,KFT,FTIR,IHPV,169oxi-18,1200,10,A,5000,50,A,5.99,0.09,A,2895,183,A,47.83,0.24,A,16.72,0.17,A,2.56,0.05,A,6.42,0.13,A,11.69,0.08,A,1.31,0.06,A,8.43,0.23,A,0.21,0.06,A,0.25,0.04,A,,,ND,,,ND,2.696497903,DNNO,,ND,0.45915797,,NR,0.54084203,,CALC,F,95.42,50.1257598,2.944875288,triangle-down,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,MORB: Mid-Atlantic Ridge,Natural,KFT,FTIR,IHPV,169oxi-17,1200,10,A,5000,50,A,2.57,0.1,A,4382,247,A,49.08,0.26,A,17.41,0.15,A,2.47,0.05,A,6.56,0.13,A,12.26,0.19,A,1.35,0.04,A,8.47,0.24,A,0.18,0.14,A,0.25,0.03,A,,,ND,,,ND,1.776497903,DNNO,,ND,0.180209699,,NR,0.819790301,,CALC,F,98.03,50.06630623,2.774660818,triangle-down,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Mecinka, Poland",Natural,KFT,FTIR,IHPV,B2518 2,1250,10,A,1000,50,A,3.38,0.13,A,0,0,A,45.5,0.46,A,13.86,0.23,A,3.46,0.33,A,8.09,0.21,A,10.23,0.36,A,2.62,0.08,A,11.81,0.3,A,0.07,0.09,A,0.97,0.06,A,,,ND,0.4441331,,NR,2.816825114,DNNO,,ND,0.985416346,,NR,0.014583654,,CALC,T,96.61,47.09657385,4.585446641,pentagon,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Mecinka, Poland",Natural,KFT,FTIR,IHPV,B2518 1,1250,10,A,1000,50,A,3.1,0.12,A,0,0,A,45.64,0.37,A,13.81,0.27,A,3.28,0.22,A,8.09,0.19,A,10.27,0.07,A,2.57,0.06,A,11.22,0.5,A,0.15,0.04,A,1,0.08,A,,,ND,0.4589169,,NR,2.706825114,DNNO,,ND,0.850716593,,NR,0.149283407,,CALC,F,96.03,47.52681454,4.456940539,pentagon,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Mecinka, Poland",Natural,KFT,FTIR,IHPV,B2518 3,1250,10,A,1000,50,A,2.29,0.12,A,284,33,A,46.45,0.56,A,14.05,0.23,A,3.38,0.21,A,8.19,0.25,A,10.47,0.33,A,2.6,0.05,A,11.27,0.51,A,0.16,0.05,A,1.03,0.04,A,,,ND,0.383404619,,NR,2.336825114,DNNO,,ND,0.558451219,,NR,0.441548781,,CALC,T,97.6,47.59221311,4.518442623,pentagon,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Mecinka, Poland",Natural,FTIR,FTIR,IHPV,B2518 4,1250,10,A,1000,50,A,1.31,0.13,A,648,76,A,47.24,0.42,A,14.29,0.2,A,3.25,0.18,A,8.3,0.23,A,10.77,0.29,A,2.66,0.05,A,10.98,0.5,A,0.12,0.09,A,1.03,0.06,A,,,ND,0.30449827,,NR,1.566825114,DNNO,,ND,0.2,,NR,0.8,,CALC,F,98.64,47.89132198,4.339010543,pentagon,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Mecinka, Poland",Natural,KFT,FTIR,IHPV,B2518 54,1250,10,A,1000,50,A,0.88,0.11,A,706,82,A,47.29,0.42,A,14.45,0.19,A,3.46,0.1,A,8.22,0.26,A,10.72,0.31,A,2.67,0.05,A,10.85,0.3,A,0.21,0.08,A,1,0.04,A,,,ND,0.270575382,,NR,0.976825114,DNNO,,ND,0.113240317,,NR,0.886759683,,CALC,F,98.87,47.83048447,4.510974006,pentagon,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Mecinka, Poland",Natural,KFT,FTIR,IHPV,B2518 50,1250,10,A,1000,50,A,0.85,0.11,A,518,69,A,47.44,0.4,A,14.22,0.14,A,3.34,0.2,A,8.22,0.12,A,10.74,0.32,A,2.73,0.09,A,10.37,0.46,A,0.14,0.11,A,1.01,0.08,A,,,ND,0.241725549,,NR,0.916825114,DNNO,,ND,0.111668521,,NR,0.888331479,,CALC,F,98.21,48.30465329,4.429284187,pentagon,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Mecinka, Poland",Natural,KFT,FTIR,IHPV,B2518 9,1250,10,A,5000,50,A,3.34,0.12,A,4517,526,A,45.54,0.11,A,13.69,0.27,A,3.11,0.2,A,7.99,0.17,A,10.04,0.12,A,2.54,0.1,A,11.21,0.42,A,0.17,0.16,A,1,0.03,A,,,ND,0.359770115,,NR,2.128637326,DNNO,,ND,0.240662766,,NR,0.759337234,,CALC,F,95.29,47.79095393,4.313149334,pentagon,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Mont Crozier, Kerguelen Island",Natural,FTIR,FTIR,IHPV,OB93 B-9,1250,10,A,3000,50,A,0.87,0.12,A,1742,204,A,53.55,0.42,A,15.74,0.29,A,3.57,0.41,A,5.52,0.06,A,9.68,0.36,A,2.7,0.12,A,8.97,0.32,A,0.01,0.01,A,1.1,0.06,A,,,ND,0.211081794,,NR,0.42273122,DNNO,,ND,,,ND,,,,F,100.84,53.10392701,4.63109877,cross,#0173b2,N,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Mont Crozier, Kerguelen Island",Natural,KFT,FTIR,IHPV,OB93 M148,1150,10,A,5000,50,A,9.54,0.48,A,0,,NR,49.03,0,A,16.2,0,A,3.13,0,A,5.88,0,A,9.8,0,A,2.76,0,A,11.9,0,A,0.17,0,A,1.12,0,A,,,ND,,,ND,,,,NR,1,,NR,0,,CALC,F,99.99,49.03490349,4.250425043,cross,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Mont Crozier, Kerguelen Island",Natural,KFT,FTIR,IHPV,OB93-5,1200,10,A,5000,50,A,7.96,0.1,A,729,36,A,45.02,0.32,A,14.92,0.23,A,2.5,0.12,A,5.25,0.14,A,9.06,0.22,A,2.5,0.09,A,10.6,0.4,A,0.16,0.12,A,0.97,0.05,A,,,ND,,,ND,2.986497903,DNNO,,ND,0.861041293,,NR,0.138958707,,CALC,T,90.98,49.48340295,3.81402506,cross,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Mont Crozier, Kerguelen Island",Natural,KFT,FTIR,IHPV,OB93-4,1200,10,A,5000,50,A,7.45,0.1,A,1336,124,A,45.5,0.34,A,15.19,0.24,A,2.46,0.21,A,5.24,0.18,A,8.97,0.31,A,2.56,0.08,A,10.47,0.5,A,0.17,0.07,A,0.98,0.04,A,,,ND,,,ND,2.916497903,DNNO,,ND,0.511627907,,NR,0.488372093,,CALC,F,91.54,49.70504697,3.757920035,cross,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Mont Crozier, Kerguelen Island",Natural,KFT,FTIR,IHPV,OB93-3,1200,10,A,5000,50,A,5.44,0.1,A,2491,101,A,46.21,0.44,A,15.3,0.27,A,2.6,0.18,A,5.42,0.26,A,9.17,0.23,A,2.62,0.09,A,10.59,0.43,A,0.13,0.1,A,0.97,0.04,A,,,ND,,,ND,2.616497903,DNNO,,ND,0.566495002,,NR,0.433504998,,CALC,F,93.01,49.6828298,3.838296957,cross,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Mont Crozier, Kerguelen Island",Natural,KFT,FTIR,IHPV,OB93-2,1200,10,A,5000,50,A,3.15,0.1,A,3239,205,A,46.91,0.58,A,15.42,0.37,A,2.66,0.14,A,5.65,0.19,A,9.16,0.21,A,2.63,0.1,A,10.75,0.38,A,0.16,0.12,A,1.01,0.05,A,,,ND,,,ND,2.036497903,DNNO,,ND,0.208136235,,NR,0.791863765,,CALC,T,94.35,49.7191309,3.889772125,cross,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Mont Crozier, Kerguelen Island",Natural,KFT,FTIR,IHPV,OB93-1,1200,10,A,5000,50,A,1.07,0.1,A,3136,200,A,49.41,0.44,A,16.41,0.27,A,3.02,0.19,A,5.87,0.17,A,9.81,0.33,A,2.77,0.09,A,9.64,0.34,A,0.13,0.1,A,1.15,0.1,A,,,ND,,,ND,0.556497903,DNNO,,ND,0.016356877,,NR,0.983643123,,CALC,F,98.21,50.31055901,4.246003462,cross,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,Etna B-16,1250,10,A,500,50,A,0.83,0.11,A,155,26,A,49.48,0.22,A,16.69,0.26,A,3.75,0.15,A,6.09,0.08,A,11.06,0.17,A,1.86,0.05,A,8.85,0.17,A,0.24,0.15,A,2.13,0.1,A,,,ND,0.190196078,,NR,1.180348587,DNNO,,ND,,,ND,,,,F,100.15,49.40589116,5.87119321,square,#56b4e9,N,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,Etna B-1,1250,10,A,2000,50,A,1.12,0.16,A,1492,174,A,49.61,0.57,A,16.62,0.13,A,4.01,0.15,A,6.1,0.21,A,10.83,0.12,A,1.81,0.07,A,8.86,0.4,A,0.2,0.06,A,2.13,0.06,A,,,ND,0.193717277,,NR,0.959778167,DNNO,,ND,,,ND,,,,F,100.17,49.52580613,6.129579714,square,#56b4e9,N,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Trachybasalt,"Etna, Italy",Natural,KFT,FTIR,IHPV,Etna-11,1200,10,A,5000,50,A,8.78,0.12,A,0,,NR,44.3,0.26,A,15.14,0.26,A,3.22,0.1,A,5.06,0.08,A,10.07,0.24,A,1.65,0.02,A,9.76,0.41,A,0.18,0.12,A,1.79,0.08,A,,,ND,,,ND,3.066497903,DNNO,,ND,1,,NR,0,,CALC,F,91.17,48.59054514,5.495228694,square,#56b4e9,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Trachybasalt,"Etna, Italy",Natural,KFT,FTIR,IHPV,Etna-15,1200,10,A,5000,50,A,7.19,0.08,A,2156,90,A,44.81,0.65,A,15.38,0.21,A,2.7,0.18,A,5.34,0.16,A,9.89,0.25,A,1.57,0.08,A,9.14,0.46,A,0.17,0.05,A,1.72,0.19,A,,,ND,,,ND,2.876497903,DNNO,,ND,0.818278427,,NR,0.181721573,,CALC,T,90.72,49.39373898,4.872134039,square,#56b4e9,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Trachybasalt,"Etna, Italy",Natural,KFT,FTIR,IHPV,Etna-14,1200,10,A,5000,50,A,4.61,0.11,A,3666,174,A,45.44,0.58,A,15.46,0.3,A,3.04,0.22,A,5.67,0.15,A,10,0.39,A,1.59,0.08,A,9.33,0.42,A,0.22,0.1,A,1.75,0.19,A,,,ND,,,ND,2.436497903,DNNO,,ND,0.502250804,,NR,0.497749196,,CALC,T,92.5,49.12432432,5.178378378,square,#56b4e9,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Trachybasalt,"Etna, Italy",Natural,KFT,FTIR,IHPV,Etna-13,1200,10,A,5000,50,A,2.22,0.12,A,4609,193,A,46.97,0.66,A,15.88,0.25,A,3.45,0.26,A,5.91,0.21,A,10.38,0.25,A,1.7,0.07,A,9.85,0.49,A,0.24,0.17,A,1.94,0.16,A,,,ND,,,ND,1.586497903,DNNO,,ND,0.273631841,,NR,0.726368159,,CALC,F,96.32,48.76453488,5.595930233,square,#56b4e9,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Trachybasalt,"Etna, Italy",Natural,KFT,FTIR,IHPV,Etna-12,1200,10,A,5000,50,A,0.81,0.08,A,4785,212,A,49.98,0.46,A,16.75,0.16,A,3.58,0.16,A,5.9,0.2,A,10.75,0.08,A,1.8,0.08,A,8.68,0.35,A,0.15,0.14,A,2.13,0.14,A,,,ND,,,ND,0.116497903,DNNO,,ND,0.063173008,,NR,0.936826992,,CALC,F,99.72,50.12033694,5.726032892,square,#56b4e9,Y,Y,N,N,N
Botcharnikov et al. (2005) Ann. Geophys. 48(4-5):633-646,10.4401/ag-3224,Basalt,"Skaergaard, Greenland",Synthetic,FTIR,ND,IHPV,SC1 B17,1200,3,A,2000,10,A,4.67,0.1,A,0,,NR,48.34,0.29,A,14.61,0.13,A,2.6,0.11,A,6.4,0.11,A,10.87,0.15,A,2.86,0.05,A,12.91,0.28,A,0,0,A,0.3,0.03,A,,,ND,,,ND,,,,NR,1,,NR,0,,CALC,F,98.89,48.88259682,2.93255132,star,#0173b2,Y,Y,Y,N,N
Botcharnikov et al. (2005) Ann. Geophys. 48(4-5):633-646,10.4401/ag-3224,Basalt,"Skaergaard, Greenland",Synthetic,FTIR,FTIR,IHPV,SC1 B21,1200,3,A,2000,10,A,2.9,0.08,A,814,115,A,48.34,0.29,A,14.61,0.13,A,2.6,0.11,A,6.4,0.11,A,10.87,0.15,A,2.86,0.05,A,12.91,0.28,A,0,0,A,0.3,0.03,A,,,ND,,,ND,,,,NR,0.55,,NR,0.45,,CALC,F,98.89,48.88259682,2.93255132,star,#0173b2,Y,Y,Y,N,N
Botcharnikov et al. (2005) Ann. Geophys. 48(4-5):633-646,10.4401/ag-3224,Basalt,"Skaergaard, Greenland",Synthetic,FTIR,FTIR,IHPV,SC1 B10,1200,3,A,2000,10,A,2.43,0.11,A,782,64,A,48.34,0.29,A,14.61,0.13,A,2.6,0.11,A,6.4,0.11,A,10.87,0.15,A,2.86,0.05,A,12.91,0.28,A,0,0,A,0.3,0.03,A,,,ND,,,ND,,,,NR,0.44,,NR,0.56,,CALC,F,98.89,48.88259682,2.93255132,star,#0173b2,Y,Y,Y,N,N
Botcharnikov et al. (2005) Ann. Geophys. 48(4-5):633-646,10.4401/ag-3224,Basalt,"Skaergaard, Greenland",Synthetic,FTIR,FTIR,IHPV,SC1 B19,1200,3,A,2000,10,A,1.85,0.13,A,794,147,A,48.34,0.29,A,14.61,0.13,A,2.6,0.11,A,6.4,0.11,A,10.87,0.15,A,2.86,0.05,A,12.91,0.28,A,0,0,A,0.3,0.03,A,,,ND,,,ND,,,,NR,0.22,,NR,0.78,,CALC,F,98.89,48.88259682,2.93255132,star,#0173b2,Y,Y,Y,N,N
Botcharnikov et al. (2005) Ann. Geophys. 48(4-5):633-646,10.4401/ag-3224,Basalt,"Skaergaard, Greenland",Synthetic,FTIR,FTIR,IHPV,SC1 B6,1200,3,A,2000,10,A,2,0.12,A,992,109,A,48.34,0.29,A,14.61,0.13,A,2.6,0.11,A,6.4,0.11,A,10.87,0.15,A,2.86,0.05,A,12.91,0.28,A,0,0,A,0.3,0.03,A,,,ND,,,ND,,,,NR,0.24,,NR,0.76,,CALC,T,98.89,48.88259682,2.93255132,star,#0173b2,Y,Y,Y,N,N
Botcharnikov et al. (2005) Ann. Geophys. 48(4-5):633-646,10.4401/ag-3224,Basalt,"Skaergaard, Greenland",Synthetic,FTIR,FTIR,IHPV,SC1 B9,1200,3,A,2000,10,A,1.14,0.05,A,1033,66,A,48.34,0.29,A,14.61,0.13,A,2.6,0.11,A,6.4,0.11,A,10.87,0.15,A,2.86,0.05,A,12.91,0.28,A,0,0,A,0.3,0.03,A,,,ND,,,ND,,,,NR,0.07,,NR,0.93,,CALC,F,98.89,48.88259682,2.93255132,star,#0173b2,Y,Y,Y,N,N
Botcharnikov et al. (2005) Ann. Geophys. 48(4-5):633-646,10.4401/ag-3224,Basalt,"Skaergaard, Greenland",Synthetic,FTIR,FTIR,IHPV,SC1 B22,1200,3,A,2000,10,A,0.94,0.06,A,1006,52,A,48.34,0.29,A,14.61,0.13,A,2.6,0.11,A,6.4,0.11,A,10.87,0.15,A,2.86,0.05,A,12.91,0.28,A,0,0,A,0.3,0.03,A,,,ND,,,ND,,,,NR,0.06,,NR,0.94,,CALC,T,98.89,48.88259682,2.93255132,star,#0173b2,Y,Y,Y,N,N
Botcharnikov et al. (2005) Ann. Geophys. 48(4-5):633-646,10.4401/ag-3224,Basalt,"Skaergaard, Greenland",Synthetic,FTIR,FTIR,IHPV,SC1 B7,1200,3,A,2000,10,A,0.97,0.05,A,976,174,A,48.34,0.29,A,14.61,0.13,A,2.6,0.11,A,6.4,0.11,A,10.87,0.15,A,2.86,0.05,A,12.91,0.28,A,0,0,A,0.3,0.03,A,,,ND,,,ND,,,,NR,0.08,,NR,0.92,,CALC,F,98.89,48.88259682,2.93255132,star,#0173b2,Y,Y,Y,N,N
Botcharnikov et al. (2005) Ann. Geophys. 48(4-5):633-646,10.4401/ag-3224,Basalt,"Skaergaard, Greenland",Synthetic,FTIR,FTIR,IHPV,SC1 B8,1200,3,A,2000,10,A,0.82,0.05,A,1061,75,A,48.34,0.29,A,14.61,0.13,A,2.6,0.11,A,6.4,0.11,A,10.87,0.15,A,2.86,0.05,A,12.91,0.28,A,0,0,A,0.3,0.03,A,,,ND,,,ND,,,,NR,0.05,,NR,0.95,,CALC,T,98.89,48.88259682,2.93255132,star,#0173b2,Y,Y,Y,N,N
Botcharnikov et al. (2005) Ann. Geophys. 48(4-5):633-646,10.4401/ag-3224,Basalt,"Skaergaard, Greenland",Synthetic,FTIR,FTIR,IHPV,SC1 B20,1200,3,A,2000,10,A,0.72,0.05,A,1059,59,A,48.34,0.29,A,14.61,0.13,A,2.6,0.11,A,6.4,0.11,A,10.87,0.15,A,2.86,0.05,A,12.91,0.28,A,0,0,A,0.3,0.03,A,,,ND,,,ND,,,,NR,0.02,,NR,0.98,,CALC,F,98.89,48.88259682,2.93255132,star,#0173b2,Y,Y,Y,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Skaergaard, Greenland",Synthetic,KFT,ND,IHPV,SC1 B156,1200,10,A,5000,50,A,9.02,0.11,A,0,,ND,48.88,0,A,14.77,0,A,2.63,0,A,6.47,0,A,10.99,0,A,2.89,0,A,13.05,0,A,0,0,A,0.3,0,A,,,ND,,,ND,,,,NR,0.942184154,,NR,0.057815846,,CALC,F,99.98,48.88977796,2.930586117,star,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Skaergaard, Greenland",Synthetic,KFT,FTIR,IHPV,SC1 B157,1200,10,A,5000,50,A,8.18,0.11,A,1258,117,A,48.88,0,A,14.77,0,A,2.63,0,A,6.47,0,A,10.99,0,A,2.89,0,A,13.05,0,A,0,0,A,0.3,0,A,,,ND,,,ND,,,,NR,0.760638298,,NR,0.239361702,,CALC,F,99.98,48.88977796,2.930586117,star,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Skaergaard, Greenland",Synthetic,KFT,FTIR,IHPV,SC1 B158,1200,10,A,5000,50,A,5.54,0.14,A,2746,206,A,47.18,0.33,A,13.92,0.15,A,2.64,0.04,A,5.82,0.2,A,10.34,0.3,A,2.76,0.05,A,12.18,0.34,A,0.01,0.02,A,0.34,0.03,A,,,ND,,,ND,2.666497903,DNNO,,ND,0.55425136,,NR,0.44574864,,CALC,F,95.19,49.56402984,3.130580943,star,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Skaergaard, Greenland",Synthetic,KFT,FTIR,IHPV,SC1 B159,1200,10,A,5000,50,A,2.82,0.1,A,4155,308,A,50.48,0.22,A,14.62,0.14,A,2.88,0.03,A,6.15,0.33,A,10.89,0.07,A,2.88,0.06,A,11.92,0.04,A,0.04,0.06,A,0.36,0.04,A,,,ND,,,ND,1.926497903,DNNO,,ND,0.210623842,,NR,0.789376158,,CALC,F,100.22,50.36918779,3.232887647,star,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basalt,"Skaergaard, Greenland",Synthetic,KFT,FTIR,IHPV,SC1 B160,1200,10,A,5000,50,A,1.18,0.1,A,4384,228,A,48.88,0,A,14.77,0,A,2.63,0,A,6.47,0,A,10.99,0,A,2.89,0,A,13.05,0,A,0,0,A,0.3,0,A,,,ND,,,ND,,,,NR,0.04359673,,NR,0.95640327,,CALC,F,99.98,48.88977796,2.930586117,star,#0173b2,Y,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basanite,"Gracze, Poland",Natural,FTIR,FTIR,IHPV,E2624 B-15,1250,10,A,500,50,A,0.86,0.12,A,945,111,A,44.61,0.49,A,12.11,0.08,A,4,0.3,A,12.1,0.5,A,13.99,0.05,A,2.46,0.05,A,9.24,0.23,A,0.19,0.08,A,1.04,0.04,A,,,ND,0.101468625,,NR,1.360348587,DNNO,,ND,,,ND,1,,CALC,T,99.74,44.72628835,5.053138159,diamond,#ece133,N,Y,N,N,N
Shishkina et al. (2014) Chem. Geol. 388:112-129,10.1016/j.chemgeo.2014.09.001,Basanite,"Gracze, Poland",Natural,KFT,FTIR,IHPV,E2624 31,1250,10,A,1000,50,A,3.19,0.13,A,0,,NR,41.54,0.36,A,11.35,0.04,A,3.42,0.23,A,12.23,0.25,A,13.03,0.32,A,2.26,0.03,A,10.24,0.34,A,0.2,0.09,A,0.86,0.08,A,,,ND,0.50114336,,NR,2.796825114,DNNO,,ND,0.989339801,,NR,0.010660199,,CALC,F,95.13,43.66656155,4.499106486,diamond,#ece133,Y,Y,N,N,N
